"hearing_id","year","decade","date_begin","date_end","witness_name","witness_affiliation","discipline1","discipline2","discipline3","sociologist","economist","anthropologist","psychologist","polscientist","agency","census","nsfsbe","thinktank","thinktank1","thinktank2","full_committee1","sub_committee1","full_committee2","sub_committee2","title_description","filter","HID","univ_aff"
"HRG-1966-EDL-0018",1966,"1960s","Jun. 6, 1966","Jun. 22, 1966","samuel kirk","dir, inst for research on exceptional children, univ of ill ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","ad hoc subcommittee on the handicapped","","","education and training of the handicapped. part 1",1,34012,1
"HRG-1966-OPS-0050",1966,"1960s","Jun. 27, 1966","Jul. 20, 1966","carl pfaffmann","vp, rockefeller univ; former chm, div of behavioral sciences, natl academy of sciences ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","federal support of international social science and behavioral research",1,34117,1
"HRG-1966-DCS-0008",1966,"1960s","Aug. 22, 1966","Aug. 22, 1966","herman goldberg","prof, psychology, hofstra univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the district of columbia. senate","subcommittee on fiscal affairs","","","to amend the d.c. alcoholic beverage control act",1,34138,1
"HRG-1966-EDL-0028",1966,"1960s","Dec. 9, 1966","Dec. 13, 1966","nathaniel gage","prof, educ and psychology; codir, stanford univ center for r&d in teaching ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","special subcommittee on education","","","u.s. office of education. part 3",1,34157,1
"HRG-1966-SJS-0035",1966,"1960s","Jan. 25, 1966","Jul. 19, 1966","arthur kleps","dir, neo-american church, cranberry lake, ny ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","","","","narcotic rehabilitation act of 1966",1,34192,0
"HRG-1966-LPW-0014",1966,"1960s","Apr. 26, 1966","Apr. 26, 1966","ralph hood","supt of schools, brunswick, ga ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","","","","elementary and secondary education act of 1966. part 4",1,34198,1
"HRG-1966-LPW-0015",1966,"1960s","Apr. 27, 1966","Apr. 27, 1966","samuel kirk","prof, educ and psychology and dir, inst for research on exceptional children, univ of ill ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","","","","elementary and secondary education act of 1966. part 5",1,34227,1
"HRG-1966-OPS-0027",1966,"1960s","May 24, 1966","May 26, 1966","timothy leary","pres, castalia fdn for psychedelic research ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on executive reorganization","","","organization and coordination of federal drug research and regulatory programs: lsd",1,34252,0
"HRG-1966-OPS-0049",1966,"1960s","Jul. 25, 1966","Jul. 27, 1966","john brown","vp for academic aff, kansas state univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","equitable distribution of r&d funds by government agencies. part 1",1,34253,1
"HRG-1966-FOR-0012",1966,"1960s","May 25, 1966","May 25, 1966","charles osgood","dir, inst of communications research, univ of ill ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on foreign relations. senate","","","","psychological aspects of international relations",1,34295,1
"HRG-1966-OPS-0033",1966,"1960s","Mar. 9, 1966","Apr. 6, 1966","donald michael","social psychologist, inst for policy studies ","Psychologist","","",0,0,0,1,0,"",0,0,1,"inst for policy studies","","committee on government operations. senate","subcommittee on foreign aid expenditures","","","population crisis. part 3",1,34329,0
"HRG-1966-EDL-0003",1966,"1960s","Mar. 30 , 1966","Apr. 7, 1966","alvin eurich","pres, aspen inst for humanistic studies; pres, academy for educ dev ","Psychologist","","",0,0,0,1,0,"",0,0,1,"aspen inst","","committee on education and labor. house","","","","international education",1,34351,0
"HRG-1966-OPS-0054",1966,"1960s","Dec. 9, 1966","Dec. 12, 1966","derek roemer","social psychologist, nimh ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on executive reorganization","","","federal role in urban affairs. part 12",1,34378,0
"HRG-1966-EDL-0013",1966,"1960s","Mar. 24, 1966","Apr. 23, 1966","ralph hood","supt, glynn cty schools, brunswick, ga ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","general subcommittee on education","","","impact aid",1,34578,1
"HRG-1966-OPS-0001",1966,"1960s","Dec. 13, 1966","Dec. 13, 1966","kenneth clark","dir, social dynamics research inst, city coll of ny ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on executive reorganization","","","federal role in urban affairs. part 13",1,34582,1
"HRG-1966-ECJ-0014",1966,"1960s","Jun. 6, 1966","Jun. 13, 1966","c. carpenter","prof, psychology, pa state univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","economic committee. joint","subcommittee on economic progress","","","technology in education",1,34662,1
"HRG-1966-ECJ-0014",1966,"1960s","Jun. 6, 1966","Jun. 13, 1966","robert glaser","learning research and dev sector, univ of pittsburgh ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","economic committee. joint","subcommittee on economic progress","","","technology in education",1,34662,1
"HRG-1967-OPS-0011",1967,"1960s","Mar. 15, 1967","Apr. 11, 1967","donald michael","prof, psychology and program dir, center for research on utilization of scientific knowledge, inst for social research, univ of mich ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on intergovernmental relations","","","establish a select senate committee on technology and the human environment",1,34711,1
"HRG-1967-FOA-0013",1967,"1960s","Feb. 8, 1967","Feb. 9, 1967","david mcclelland","chm, dept of social relations, harvard univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on foreign affairs. house","subcommittee on international organizations and movements","","","modern communications and foreign policy. part 10: winning the cold war: the u.s. ideological offensive",1,34788,1
"HRG-1967-LPW-0021",1967,"1960s","Jun. 22, 1967","Jun. 28, 1967","robert levine","asst dir, research, plans, programs, and evaluation, oeo ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","subcommittee on employment, manpower, and poverty","","","examination of the war on poverty. part 9",1,34843,0
"HRG-1967-LPW-0017",1967,"1960s","Mar. 13, 1967","Mar. 17, 1967","kenneth clark","pres, metropolitan applied research center, inc ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","subcommittee on employment, manpower, and poverty","","","examination of the war on poverty. part 1",1,34852,0
"HRG-1967-POH-0006",1967,"1960s","Mar. 10, 1967","Mar. 10, 1967","william enneis","staff psychologist, equal employment opportunity commission ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on post office and civil service. house","subcommittee on postal operations","","","personnel promotion system of the post office department",1,34855,0
"HRG-1967-POH-0006",1967,"1960s","Mar. 10, 1967","Mar. 10, 1967","ruth peters","chief psychologist, po dept ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on post office and civil service. house","subcommittee on postal operations","","","personnel promotion system of the post office department",1,34855,0
"HRG-1967-AGS-0002",1967,"1960s","Feb. 3, 1967","Feb. 3, 1967","thomas rich","psychologist, univ of south fla ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","subcommittee on consumer interests of the elderly","","","consumer interests of the elderly. part 2",1,34870,1
"HRG-1967-OPS-0006",1967,"1960s","Feb. 7, 1967","Feb. 16, 1967","robert levine","asst dir for research plans, programs and evaluations, oeo ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","national foundation for social sciences. part 1",1,34923,0
"HRG-1967-OPS-0031",1967,"1960s","Jun. 2, 1967","Jun. 21, 1967","herbert simon","prof, computer sciences and psychology, carnegie inst of technology ","Economist","Psychologist","",0,1,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","national foundation for social sciences. part 2",2,34934,1
"HRG-1967-OPS-0032",1967,"1960s","Jun. 27, 1967","Jul. 13, 1967","gardner murphy","pfeiffer prof, menninger fdn ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","national foundation for social sciences. part 3",1,34970,1
"HRG-1967-OPS-0032",1967,"1960s","Jun. 27, 1967","Jul. 13, 1967","ross stagner","prof and chm, dept of psychology, wayne state univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","national foundation for social sciences. part 3",1,34970,1
"HRG-1967-COM-0021",1967,"1960s","Apr. 11, 1967","Apr. 28, 1967","c. carpenter","research prof, dept of psychology, pa state univ; representing jt council on educational telecommunications ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on commerce. senate","subcommittee on communications","","","public television act of 1967",1,34979,1
"HRG-1967-AGS-0007",1967,"1960s","Jul. 26, 1967","Jul. 26, 1967","william henry","prof, psychology and human dev, univ of chicago ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","subcommittee on retirement and the individual","","","retirement and the individual. part 2: early retirement and related subjects",1,35004,1
"HRG-1967-EDL-0015",1967,"1960s","Jul. 12, 1967","Jul. 19, 1967","frank riessman","prof, educ psychology and sociology, new careers dev center ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","","","","economic opportunity act amendments of 1967. part 3",1,35037,1
"HRG-1967-EDL-0009",1967,"1960s","Jun. 12, 1967","Jun. 16, 1967","robert levine","asst dir, research, plans, programs, and evaluation, oeo ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","","","","economic opportunity act amendments of 1967. part 1",1,35062,0
"HRG-1967-EDL-0010",1967,"1960s","Jun. 19, 1967","Jul. 10, 1967","robert levine","asst dir, research, plans, programs, and evaluation, oeo ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","","","","economic opportunity act amendments of 1967. part 2",1,35063,0
"HRG-1967-EDL-0004",1967,"1960s","Mar. 9, 1967","Mar. 20, 1967","ralph hood","supt of schools, brunswick, ga ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on education and labor. house","","","","elementary and secondary education amendments of 1967. part 2",1,35102,1
"HRG-1967-SJS-0011",1967,"1960s","Aug. 1, 1967","Sep. 27, 1967","henry garrett","past pres, amer psychological assn ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on the judiciary. senate","subcommittee on constitutional rights","","","civil rights act of 1967",1,35140,0
"HRG-1967-POH-0019",1967,"1960s","Jun. 9, 1967","Jun. 9, 1967","kurt konietzko","dr. , clinical psychologist; head, philadelphia parole district office ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on post office and civil service. house","subcommittee on postal operations","","","obscene and pandering advertisement mail matter. part 2",1,35225,0
"HRG-1967-LPW-0033",1967,"1960s","May 18, 1967","May 31, 1967","hershel manual","prof emeritus, educ psychology, univ of tex ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","special subcommittee on bilingual education","","","bilingual education. part 1",1,35241,1
"HRG-1967-LPW-0033",1967,"1960s","May 18, 1967","May 31, 1967","k. kramer","chm, psychology dept, trinity univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","special subcommittee on bilingual education","","","bilingual education. part 1",1,35241,1
"HRG-1967-OPS-0036",1967,"1960s","Jul. 19, 1967","Jul. 26, 1967","robert abelson","prof, psychology, yale univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on government operations. senate","subcommittee on government research","","","full opportunity and social accounting act. part 2",1,35252,1
"HRG-1967-LPW-0039",1967,"1960s","Sep. 21, 1967","Oct. 26, 1967","leonard cottrell","jr. , social psychologist; former chm, pres committee on juvenile delinquency citizens advisory council ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","committee on labor and public welfare. senate","subcommittee on employment, manpower, and poverty","","","juvenile delinquency prevention and control act",1,35287,0
"HRG-1967-AGS-0009",1967,"1960s","Dec. 5, 1967","Dec. 6, 1967","robert morris","prof, social planning, florence heller graduate school for advanced studies in social welfare, brandeis univ ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","","","","long-range program and research needs in aging and related fields. part 1: survey",1,35336,1
"HRG-1967-AGS-0009",1967,"1960s","Dec. 5, 1967","Dec. 6, 1967","carl eisdorfer","assoc prof, medical psychology and psychiatry, duke university ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","special committee on aging. senate","","","","long-range program and research needs in aging and related fields. part 1: survey",1,35336,1
"HRG-1967-ECJ-0020",1967,"1960s","Sep. 27, 1967","Oct. 4, 1967","leo levy","psychologist and dir, mental health planning, ill dept of mental health ","Psychologist","","",0,0,0,1,0,"",0,0,0,"","","economic committee. joint","subcommittee on urban affairs","","","urban america: goals and problems",1,35345,0
